"id","Line_raw","Line","Character_raw","Character","Setting"
"id0413","(into phone) Hoyt, let me explain.","Hoyt, let me explain.","JOKER","JOKER","INT. LOBBY, GOTHAM GENERAL - LATER"
"id0414","Oh, this'll be good. Please tell me why you brought a gun into a sick kid's ward?","Oh, this'll be good. Please tell me why you brought a gun into a sick kid's ward?","HOYT (OVER PHONE)","HOYT","INT. LOBBY, GOTHAM GENERAL - LATER"
"id0415","(into phone) It was, it was a prop gun. It's part of my act now.","It was, it was a prop gun. It's part of my act now.","JOKER","JOKER","INT. LOBBY, GOTHAM GENERAL - LATER"
"id0416","Bullshit. Jingles would never carry a fucking gun. Besides, Randall told me you tried to buy a .38 off him last week.","Bullshit. Jingles would never carry a fucking gun. Besides, Randall told me you tried to buy a .38 off him last week.","HOYT (OVER PHONE)","HOYT","INT. LOBBY, GOTHAM GENERAL - LATER"
"id0417","Joker's taken aback that Randall would do that to him.","Joker's taken aback that Randall would do that to him.","CONTEXT","CONTEXT","INT. LOBBY, GOTHAM GENERAL - LATER"
"id0418","(into phone) Randall told you that?","Randall told you that?","JOKER","JOKER","INT. LOBBY, GOTHAM GENERAL - LATER"
"id0419","He was with me when the call came in. You're a fuck up, Arthur. And a liar. You're fired.","He was with me when the call came in. You're a fuck up, Arthur. And a liar. You're fired.","HOYT (OVER PHONE)","HOYT","INT. LOBBY, GOTHAM GENERAL - LATER"
"id0420","(into phone) Hoyt--","Hoyt--","JOKER","JOKER","INT. LOBBY, GOTHAM GENERAL - LATER"
"id0421","Say it, Arthur. (beat) Let me hear you say it.","Say it, Arthur. Let me hear you say it.","HOYT (OVER PHONE)","HOYT","INT. LOBBY, GOTHAM GENERAL - LATER"
"id0422","(into phone) Say what?","Say what?","JOKER","JOKER","INT. LOBBY, GOTHAM GENERAL - LATER"
"id0423","I'm a fuck up and I'm fired.","I'm a fuck up and I'm fired.","HOYT (OVER PHONE)","HOYT","INT. LOBBY, GOTHAM GENERAL - LATER"
"id0424","Joker picks at his eyebrow.","Joker picks at his eyebrow.","CONTEXT","CONTEXT","INT. LOBBY, GOTHAM GENERAL - LATER"
"id0425","(into phone; low) --I'm a fuck up and I'm fired.","--I'm a fuck up and I'm fired.","JOKER","JOKER","INT. LOBBY, GOTHAM GENERAL - LATER"
"id0426","Louder.","Louder.","HOYT (OVER PHONE)","HOYT","INT. LOBBY, GOTHAM GENERAL - LATER"
"id0427","(into phone; louder) I'm a fuck up and I'm fired.","I'm a fuck up and I'm fired.","JOKER","JOKER","INT. LOBBY, GOTHAM GENERAL - LATER"
"id0428","Yes. You are.","Yes. You are.","HOYT (OVER PHONE)","HOYT","INT. LOBBY, GOTHAM GENERAL - LATER"
"id0429","Click. He hears Hoyt hang up.","Click. He hears Hoyt hang up.","CONTEXT","CONTEXT","INT. LOBBY, GOTHAM GENERAL - LATER"
"id0430","Beat.","Beat.","CONTEXT","CONTEXT","INT. LOBBY, GOTHAM GENERAL - LATER"
"id0431","JOKER SITS ON THE SUBWAY CONTEMPLATING WHAT JUST WENT DOWN, face still painted, his bag on the seat next to him, along with his wig.","JOKER SITS ON THE SUBWAY CONTEMPLATING WHAT JUST WENT DOWN, face still painted, his bag on the seat next to him, along with his wig.","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0432","There's only one other person on the subway car, a YOUNG WOMAN (30's) sitting at the far end-- reading a book.","There's only one other person on the subway car, a YOUNG WOMAN sitting at the far end-- reading a book.","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0433","The train comes to a stop and THREE WALL STREET GUYS enter. They are being loud and obnoxious, clearly drunk. One of them is eating some french fries out of a greasy McDonald's bag. He flops down on the bench across from the girl and checks her out. The other two guys start getting into it with each other--","The train comes to a stop and THREE WALL STREET GUYS enter. They are being loud and obnoxious, clearly drunk. One of them is eating some french fries out of a greasy McDonald's bag. He flops down on the bench across from the girl and checks her out. The other two guys start getting into it with each other--","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0434","--I'm telling you, she wanted my number. We should have just stayed.","--I'm telling you, she wanted my number. We should have just stayed.","WALL STREET #1","WALL STREET #1","INT. SUBWAY (MOVING) - NIGHT"
"id0435","The train starts moving again...","The train starts moving again...","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0436","You're dreaming, man. She wasn't interested-- at all.","You're dreaming, man. She wasn't interested-- at all.","WALL STREET #2","WALL STREET #2","INT. SUBWAY (MOVING) - NIGHT"
"id0437","Are you nuts? Did you see how close we were dancing!? She was in love, bro.","Are you nuts? Did you see how close we were dancing!? She was in love, bro.","WALL STREET #1","WALL STREET #1","INT. SUBWAY (MOVING) - NIGHT"
"id0438","He starts dancing a bit with himself, mimicking what he remembers. Wall Street #2 takes a swig from the brown bag he is carrying.","He starts dancing a bit with himself, mimicking what he remembers. Wall Street #2 takes a swig from the brown bag he is carrying.","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0439","She couldn't wait to get away from you.","She couldn't wait to get away from you.","WALL STREET #2","WALL STREET #2","INT. SUBWAY (MOVING) - NIGHT"
"id0440","Joker is watching them closely, impressed by their confidence and easy-going camaraderie.","Joker is watching them closely, impressed by their confidence and easy-going camaraderie.","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0441","(to the third guy) Ryan, am I crazy? Tell him what you saw.","Ryan, am I crazy? Tell him what you saw.","WALL STREET #1","WALL STREET #1","INT. SUBWAY (MOVING) - NIGHT"
"id0442","But the third Wall Street guy isn't paying his friends any attention. He has his eyes set on the young woman sitting across from him, reading her book.","But the third Wall Street guy isn't paying his friends any attention. He has his eyes set on the young woman sitting across from him, reading her book.","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0443","(to the girl) Hey. You want some french fries?","Hey. You want some french fries?","WALL STREET #3","WALL STREET #3","INT. SUBWAY (MOVING) - NIGHT"
"id0444","He holds out his McDonald's bag and shakes it to get her attention. The other two share a look. Joker watches from his seat.","He holds out his McDonald's bag and shakes it to get her attention. The other two share a look. Joker watches from his seat.","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0445","Hello? I'm talking to you. You want some fries?","Hello? I'm talking to you. You want some fries?","WALL STREET #3","WALL STREET #3","INT. SUBWAY (MOVING) - NIGHT"
"id0446","She looks up and shakes her head, polite smile.","She looks up and shakes her head, polite smile.","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0447","No thank you.","No thank you.","YOUNG WOMAN","YOUNG WOMAN","INT. SUBWAY (MOVING) - NIGHT"
"id0448","The other two guys crack up at this apparent blow-off. The third Wall Street guy shakes his head, embarrassed, and starts softly flinging fries at the young woman.","The other two guys crack up at this apparent blow-off. The third Wall Street guy shakes his head, embarrassed, and starts softly flinging fries at the young woman.","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0449","You sure? They're really good.","You sure? They're really good.","WALL STREET #3","WALL STREET #3","INT. SUBWAY (MOVING) - NIGHT"
"id0450","She just buries her face deeper in her book--","She just buries her face deeper in her book--","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0451","Don't ignore him. He's being nice to you.","Don't ignore him. He's being nice to you.","WALL STREET #2","WALL STREET #2","INT. SUBWAY (MOVING) - NIGHT"
"id0452","One of the french fries lands in her hair. She looks down toward Joker, looking to see if he's going to do something or say something--","One of the french fries lands in her hair. She looks down toward Joker, looking to see if he's going to do something or say something--","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0453","Joker just sits there nervous. Not sure what to do, or even if he wants to do anything at all.","Joker just sits there nervous. Not sure what to do, or even if he wants to do anything at all.","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0454","AND HE JUST BURSTS OUT LAUGHING. He covers his mouth with his hand as they continue to harass the woman.","AND HE JUST BURSTS OUT LAUGHING. He covers his mouth with his hand as they continue to harass the woman.","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0455","They all look over-- What the fuck is this clown laughing at?","They all look over-- What the fuck is this clown laughing at?","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0456","Something funny, asshole?","Something funny, asshole?","WALL STREET #1","WALL STREET #1","INT. SUBWAY (MOVING) - NIGHT"
"id0457","With their attention diverted, the young woman rushes out through the door between subway cars, glancing back at Joker before she goes--","With their attention diverted, the young woman rushes out through the door between subway cars, glancing back at Joker before she goes--","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0458","(shouts after her) BITCH!","BITCH!","WALL STREET #3","WALL STREET #3","INT. SUBWAY (MOVING) - NIGHT"
"id0459","Joker laughs even harder through his hand. The Wall Street guys turn to him sitting by himself at the end of the car--","Joker laughs even harder through his hand. The Wall Street guys turn to him sitting by himself at the end of the car--","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0460","Joker sees them staring. Looks down at the ground, hand still covering his mouth, face turning red. Subway swaying, lights flickering on and off.","Joker sees them staring. Looks down at the ground, hand still covering his mouth, face turning red. Subway swaying, lights flickering on and off.","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0461","Beat.","Beat.","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0462","One of the guys heads down the car toward Joker, starts singing ""Send in the Clowns"" as he approaches--","One of the guys heads down the car toward Joker, starts singing ""Send in the Clowns"" as he approaches--","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0463","(singing) Isn't it rich? Are we a pair? Me here, at last on the ground You in mid-air Send in the clowns.","Isn't it rich? Are we a pair? Me here, at last on the ground You in mid-air Send in the clowns.","WALL STREET #1","WALL STREET #1","INT. SUBWAY (MOVING) - NIGHT"
"id0464","The others crack up and follow after him. The guy plops down next to Joker, puts his arm around his shoulder as he sings--","The others crack up and follow after him. The guy plops down next to Joker, puts his arm around his shoulder as he sings--","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0465","(shakes his head, stifling the laughter) Please. Don't.","Please. Don't.","JOKER","JOKER","INT. SUBWAY (MOVING) - NIGHT"
"id0466","(continues singing to him) Isn't it bliss? Don't you approve? One who keeps tearing around, One who can't move.","Isn't it bliss? Don't you approve? One who keeps tearing around, One who can't move.","WALL STREET #1","WALL STREET #1","INT. SUBWAY (MOVING) - NIGHT"
"id0467","Joker starts to get up-- The lead guy pulls him back down.","Joker starts to get up-- The lead guy pulls him back down.","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0468","Where are the clowns? There ought to be clowns.","Where are the clowns? There ought to be clowns.","WALL STREET #1","WALL STREET #1","INT. SUBWAY (MOVING) - NIGHT"
"id0469","As he finishes the song, Joker's laughing fit is coming to an end. One of the other guys sits down on the other side of him. He's now sandwiched in between them--","As he finishes the song, Joker's laughing fit is coming to an end. One of the other guys sits down on the other side of him. He's now sandwiched in between them--","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0470","So tell us, buddy. What's so fucking funny?","So tell us, buddy. What's so fucking funny?","WALL STREET #2","WALL STREET #2","INT. SUBWAY (MOVING) - NIGHT"
"id0471","Nothing. I have a condition--","Nothing. I have a condition--","JOKER","JOKER","INT. SUBWAY (MOVING) - NIGHT"
"id0472","Joker reaches into his bag to get one of his ""Forgive my laughter"" cards, the third guy sees him reaching and tries to grab the bag from him---","Joker reaches into his bag to get one of his ""Forgive my laughter"" cards, the third guy sees him reaching and tries to grab the bag from him---","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0473","Joker pulls on it--","Joker pulls on it--","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0474","No. It's just my stuff. I don't have anything.","No. It's just my stuff. I don't have anything.","JOKER","JOKER","INT. SUBWAY (MOVING) - NIGHT"
"id0475","The guy rips the bag from his hand--","The guy rips the bag from his hand--","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0476","I'll tell you what you have, asshole.","I'll tell you what you have, asshole.","WALL STREET #3","WALL STREET #3","INT. SUBWAY (MOVING) - NIGHT"
"id0477","Joker gets up from between them to go grab his bag back. The two guys are cracking up.","Joker gets up from between them to go grab his bag back. The two guys are cracking up.","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0478","You want it back? Here--","You want it back? Here--","WALL STREET #3","WALL STREET #3","INT. SUBWAY (MOVING) - NIGHT"
"id0479","Joker reaches out to grab the bag--","Joker reaches out to grab the bag--","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0480","And the guy tosses it over his head to one of his friends. Keeping it away from Joker.","And the guy tosses it over his head to one of his friends. Keeping it away from Joker.","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0481","Three guys in suits tossing a bag around, playing 'monkey in the middle' with a clown. THE LIGHTS ON THE TRAIN SEEM TO GLOW BRIGHTER AND WE HEAR the drum roll opening to BOBBY SHORT singing ""Send in the Clowns"" Live at the Café Carlyle.","Three guys in suits tossing a bag around, playing 'monkey in the middle' with a clown. THE LIGHTS ON THE TRAIN SEEM TO GLOW BRIGHTER AND WE HEAR the drum roll opening to BOBBY SHORT singing ""Send in the Clowns"" Live at the Café Carlyle.","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0482","Joker keeps trying to catch his bag until suddenly--","Joker keeps trying to catch his bag until suddenly--","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0483","WHAP! Out of nowhere one of the guys punches him hard in the face.","WHAP! Out of nowhere one of the guys punches him hard in the face.","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0484","Joker goes down as if in slow motion. Blood coming from his nose. He tries to get up, but his feet slip from under him and he falls back down--","Joker goes down as if in slow motion. Blood coming from his nose. He tries to get up, but his feet slip from under him and he falls back down--","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0485","Stay down you freak.","Stay down you freak.","WALL STREET #1","WALL STREET #1","INT. SUBWAY (MOVING) - NIGHT"
"id0486","And the third Wall Street guy starts kicking him--","And the third Wall Street guy starts kicking him--","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0487","The others join in. Surrounding Joker on the ground, kicking him deliberately, sadistically, and the music swells--","The others join in. Surrounding Joker on the ground, kicking him deliberately, sadistically, and the music swells--","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0488","BLAM!","BLAM!","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0489","SUDDENLY THE LIGHTS GO BACK DIM, and one of the guys stops kicking and falls back dead. Blood splattering on the subway wall behind him--","SUDDENLY THE LIGHTS GO BACK DIM, and one of the guys stops kicking and falls back dead. Blood splattering on the subway wall behind him--","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0490","And we HEAR Bobby Short sing out, picking up from where the Wall Street Guy left off--","And we HEAR Bobby Short sing out, picking up from where the Wall Street Guy left off--","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0491","Just when I'd stopped opening doors Finally knowin' the one that I wanted was yours","Just when I'd stopped opening doors Finally knowin' the one that I wanted was yours","BOBBY SHORT (SINGING)","BOBBY SHORT","INT. SUBWAY (MOVING) - NIGHT"
"id0492","BLAM! BLAM! Wall Street #2 goes down--","BLAM! BLAM! Wall Street #2 goes down--","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0493","Revealing Joker on the ground, opening his eyes to see what he did, smoking gun in his hand--","Revealing Joker on the ground, opening his eyes to see what he did, smoking gun in his hand--","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0494","Making my entrance again with my usual flair Sure of my lines No one is there","Making my entrance again with my usual flair Sure of my lines No one is there","BOBBY SHORT (SINGING)","BOBBY SHORT","INT. SUBWAY (MOVING) - NIGHT"
"id0495","The third guy takes off running for the doors that separate the cars.","The third guy takes off running for the doors that separate the cars.","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0496","Joker starts after him, but then stops... turns back to grab his bag and his wig, his hands shaking from the adrenaline.","Joker starts after him, but then stops... turns back to grab his bag and his wig, his hands shaking from the adrenaline.","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0497","The train is coming to a stop.","The train is coming to a stop.","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0498","Don't you love farce? My fault I fear...","Don't you love farce? My fault I fear...","BOBBY SHORT (SINGING)","BOBBY SHORT","INT. SUBWAY (MOVING) - NIGHT"
"id0499","Joker picks up his bag between the two dead bodies, blood everywhere...","Joker picks up his bag between the two dead bodies, blood everywhere...","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0500","The subway doors wheeze open and Joker steps halfway off the train, waiting to see if the third Wall Street guy gets off in the car ahead of him. Joker sees him run off--","The subway doors wheeze open and Joker steps halfway off the train, waiting to see if the third Wall Street guy gets off in the car ahead of him. Joker sees him run off--","CONTEXT","CONTEXT","INT. SUBWAY (MOVING) - NIGHT"
"id0501","The platform is empty, the Wall Street guy is running toward the stairs--","The platform is empty, the Wall Street guy is running toward the stairs--","CONTEXT","CONTEXT","EXT. SUBWAY PLATFORM - CONTINUOUS"
"id0502","Joker follows--","Joker follows--","CONTEXT","CONTEXT","EXT. SUBWAY PLATFORM - CONTINUOUS"
"id0503","Behind them, the train pulls away--","Behind them, the train pulls away--","CONTEXT","CONTEXT","EXT. SUBWAY PLATFORM - CONTINUOUS"
"id0504","I thought that you'd want what I want. Sorry, my dear.","I thought that you'd want what I want. Sorry, my dear.","BOBBY SHORT (SINGING)","BOBBY SHORT","EXT. SUBWAY PLATFORM - CONTINUOUS"
"id0505","The guy makes his way to the stairs, unaware that Joker is behind him--","The guy makes his way to the stairs, unaware that Joker is behind him--","CONTEXT","CONTEXT","EXT. SUBWAY PLATFORM - CONTINUOUS"
"id0506","BLAM!","BLAM!","CONTEXT","CONTEXT","EXT. SUBWAY PLATFORM - CONTINUOUS"
"id0507","The third guy falls, tumbling down the stairs. Joker walks over to the body and empties the chamber-- BLAM! BLAM!","The third guy falls, tumbling down the stairs. Joker walks over to the body and empties the chamber-- BLAM! BLAM!","CONTEXT","CONTEXT","EXT. SUBWAY PLATFORM - CONTINUOUS"
"id0508","But where are the clowns? Quick, send in the clowns Don't bother they're here.","But where are the clowns? Quick, send in the clowns Don't bother they're here.","BOBBY SHORT (SINGING)","BOBBY SHORT","EXT. SUBWAY PLATFORM - CONTINUOUS"
"id0509","And as ""Send in the Clowns"" ends, Joker fires the last shot-- BLAM! He's got nothing left.","And as ""Send in the Clowns"" ends, Joker fires the last shot-- BLAM! He's got nothing left.","CONTEXT","CONTEXT","EXT. SUBWAY PLATFORM - CONTINUOUS"
"id0510","Joker hauls ass out of the subway and makes a mad dash across a busy street, horns honking--","Joker hauls ass out of the subway and makes a mad dash across a busy street, horns honking--","CONTEXT","CONTEXT","EXT. STREET, ROBINSON SQUARE PARK - NIGHT"
"id0511","Running as fast as he can past piles of garbage, he takes a sharp turn high-tailing into a small, run-down needle park, disappearing into the darkness.","Running as fast as he can past piles of garbage, he takes a sharp turn high-tailing into a small, run-down needle park, disappearing into the darkness.","CONTEXT","CONTEXT","EXT. STREET, ROBINSON SQUARE PARK - NIGHT"
"id0512","Joker runs into the bathroom, locks the door behind him and SUDDENLY EVERYTHING HITS HIM ALL AT ONCE--","Joker runs into the bathroom, locks the door behind him and SUDDENLY EVERYTHING HITS HIM ALL AT ONCE--","CONTEXT","CONTEXT","INT. PUBLIC BATHROOM, ROBINSON SQUARE PARK - NIGHT"
"id0513","He throws up into the dirty toilet, puking his guts out--","He throws up into the dirty toilet, puking his guts out--","CONTEXT","CONTEXT","INT. PUBLIC BATHROOM, ROBINSON SQUARE PARK - NIGHT"
"id0514","He finishes, wipes his mouth with the back of his hand. And pulls the gun out of his waist, looking around for someplace to throw it out. Under the sink he sees a rusted, metal grate hanging off the wall covering some pipes.","He finishes, wipes his mouth with the back of his hand. And pulls the gun out of his waist, looking around for someplace to throw it out. Under the sink he sees a rusted, metal grate hanging off the wall covering some pipes.","CONTEXT","CONTEXT","INT. PUBLIC BATHROOM, ROBINSON SQUARE PARK - NIGHT"
"id0515","Before he bends down, Joker catches his reflection in the smudged mirror. Sees himself holding the gun in his hand--","Before he bends down, Joker catches his reflection in the smudged mirror. Sees himself holding the gun in his hand--","CONTEXT","CONTEXT","INT. PUBLIC BATHROOM, ROBINSON SQUARE PARK - NIGHT"
"id0516","Beat.","Beat.","CONTEXT","CONTEXT","INT. PUBLIC BATHROOM, ROBINSON SQUARE PARK - NIGHT"
"id0517","He raises the gun to his head and pulls the trigger--","He raises the gun to his head and pulls the trigger--","CONTEXT","CONTEXT","INT. PUBLIC BATHROOM, ROBINSON SQUARE PARK - NIGHT"
"id0518","Click.","Click.","CONTEXT","CONTEXT","INT. PUBLIC BATHROOM, ROBINSON SQUARE PARK - NIGHT"
"id0519","It's empty.","It's empty.","CONTEXT","CONTEXT","INT. PUBLIC BATHROOM, ROBINSON SQUARE PARK - NIGHT"
"id0520","He gets down on his knees, sweat dripping off his face, pulls the grate away from the wall. And tosses the gun away inside. Moves the grate back in place.","He gets down on his knees, sweat dripping off his face, pulls the grate away from the wall. And tosses the gun away inside. Moves the grate back in place.","CONTEXT","CONTEXT","INT. PUBLIC BATHROOM, ROBINSON SQUARE PARK - NIGHT"
"id0521","Joker stands back up and turns on the faucets. Rinses out his mouth.","Joker stands back up and turns on the faucets. Rinses out his mouth.","CONTEXT","CONTEXT","INT. PUBLIC BATHROOM, ROBINSON SQUARE PARK - NIGHT"
"id0522","Looks at his smudged reflection as he starts washing the clown make-up off his sweaty face--","Looks at his smudged reflection as he starts washing the clown make-up off his sweaty face--","CONTEXT","CONTEXT","INT. PUBLIC BATHROOM, ROBINSON SQUARE PARK - NIGHT"
"id0523","Hi. Do you like to laugh?","Hi. Do you like to laugh?","JOKER","JOKER","INT. PUBLIC BATHROOM, ROBINSON SQUARE PARK - NIGHT"
"id0524","Water dripping, white grease paint running off his face--","Water dripping, white grease paint running off his face--","CONTEXT","CONTEXT","INT. PUBLIC BATHROOM, ROBINSON SQUARE PARK - NIGHT"
"id0525","Remember how I told you that I'm a stand-up comedian? (again) Hi. How are you?","Remember how I told you that I'm a stand-up comedian? Hi. How are you?","JOKER","JOKER","INT. PUBLIC BATHROOM, ROBINSON SQUARE PARK - NIGHT"
"id0526","Beat.","Beat.","CONTEXT","CONTEXT","INT. PUBLIC BATHROOM, ROBINSON SQUARE PARK - NIGHT"
"id0527","Joker enters his building with great urgency. No time for the elevator, he takes the stairs. Two at a time.","Joker enters his building with great urgency. No time for the elevator, he takes the stairs. Two at a time.","CONTEXT","CONTEXT","INT. APARTMENT BUILDING, LOBBY - LATER"
"id0528","He races up the stairwell.","He races up the stairwell.","CONTEXT","CONTEXT","INT. APARTMENT BUILDING, LOBBY - LATER"
"id0529","When he gets to his floor, instead of making a left toward his apartment-- He makes a right, toward Sophie's. He stops at her door. Out of breath.","When he gets to his floor, instead of making a left toward his apartment-- He makes a right, toward Sophie's. He stops at her door. Out of breath.","CONTEXT","CONTEXT","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0530","Knocks.","Knocks.","CONTEXT","CONTEXT","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0531","He hears footsteps. Quickly pulls the folded-up flyer out of his pocket.","He hears footsteps. Quickly pulls the folded-up flyer out of his pocket.","CONTEXT","CONTEXT","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0532","The peephole in the door goes dark and then light again. He hears locks unlocking. Sophie opens the door halfway--","The peephole in the door goes dark and then light again. He hears locks unlocking. Sophie opens the door halfway--","CONTEXT","CONTEXT","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0533","Joker looks down at his feet--","Joker looks down at his feet--","CONTEXT","CONTEXT","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0534","Hi. Do you like to laugh?","Hi. Do you like to laugh?","JOKER","JOKER","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0535","What?","What?","SOPHIE","SOPHIE","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0536","(continuing without taking a breath) Remember the other day when I told you about my stand-up comedy. Well, I'm doing a set next Thursday and I'm inviting a bunch of my friends and I was wondering if maybe you wanted to come and check it out.","Remember the other day when I told you about my stand-up comedy. Well, I'm doing a set next Thursday and I'm inviting a bunch of my friends and I was wondering if maybe you wanted to come and check it out.","JOKER","JOKER","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0537","He reaches out to give Sophie the flyer, she opens the door wider-- He notices her face, sees her eyes are red.","He reaches out to give Sophie the flyer, she opens the door wider-- He notices her face, sees her eyes are red.","CONTEXT","CONTEXT","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0538","Were you crying? Why are you crying?","Were you crying? Why are you crying?","JOKER","JOKER","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0539","Beat.","Beat.","CONTEXT","CONTEXT","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0540","I had a bad day.","I had a bad day.","SOPHIE","SOPHIE","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0541","I'm sorry. I, I didn't--","I'm sorry. I, I didn't--","JOKER","JOKER","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0542","It's okay. How would you know.","It's okay. How would you know.","SOPHIE","SOPHIE","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0543","What happened?","What happened?","JOKER","JOKER","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0544","I got fired. From the bank.","I got fired. From the bank.","SOPHIE","SOPHIE","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0545","Joker takes a deep breath and smiles without realizing it, hoping he doesn't start to laugh.","Joker takes a deep breath and smiles without realizing it, hoping he doesn't start to laugh.","CONTEXT","CONTEXT","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0546","What for?","What for?","JOKER","JOKER","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0547","Because,-- I don't know. It doesn't fucking matter. I don't know what I'm gonna do.","Because,-- I don't know. It doesn't fucking matter. I don't know what I'm gonna do.","SOPHIE","SOPHIE","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0548","And she starts crying again. Joker doesn't move. Just stands in the doorway awkward.","And she starts crying again. Joker doesn't move. Just stands in the doorway awkward.","CONTEXT","CONTEXT","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0549","(finally) Okay. Well, all the info is right there on the flyer.","Okay. Well, all the info is right there on the flyer.","JOKER","JOKER","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0550","He starts to walk away, then turns back to her--","He starts to walk away, then turns back to her--","CONTEXT","CONTEXT","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0551","You know they say laughter is the best medicine.","You know they say laughter is the best medicine.","JOKER","JOKER","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0552","Sophie wipes her eyes and manages a smile.","Sophie wipes her eyes and manages a smile.","CONTEXT","CONTEXT","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
